"hea_id","cas_id","case_number","ctr_id","courthouse_name","courtroom_name"
5467475,5428411,"PerfCase_hpullxjcxnrrb",30615,"PerfCourtHouse_A8AfwyQrrE","PerfCourtroom_gktkdtridmy"
5467004,5428410,"PerfCase_zdecqsgrsdyaw",30530,"PerfCourtHouse_3ju9HcT0yK","PerfCourtroom_izrrkpqgzbj"
5466743,5428409,"PerfCase_iuhiopqshbvks",31191,"PerfCourtHouse_rzdG9UdDyF","PerfCourtroom_bwbhbpwajnp"
5467856,5428398,"PerfCase_kqcaqkcjdzyxa",30826,"PerfCourtHouse_MMWjefn5Ic","PerfCourtroom_mvxhcbelgro"
5467543,5428397,"PerfCase_agfhdukcsfjaj",31158,"PerfCourtHouse_eAyRvqnbsj","PerfCourtroom_zurfvuojzuk"
5467915,5428396,"PerfCase_dqpskqcdegcvh",30860,"PerfCourtHouse_ENoFp8HG40","PerfCourtroom_vgyfvbdoyuw"
5467619,5428395,"PerfCase_owkznouocpjxl",31257,"PerfCourtHouse_0ozcp0Szf0","PerfCourtroom_twcblwuluws"
5467853,5428394,"PerfCase_eiwxgefieujjs",31122,"PerfCourtHouse_FjwhMmhJl5","PerfCourtroom_wmhekpuverr"
5468089,5428393,"PerfCase_xwbtopczbeosf",30410,"PerfCourtHouse_aIT6q8sEtg","PerfCourtroom_cwyjszfroo"
5467420,5428392,"PerfCase_tcilzrycrfdfs",30617,"PerfCourtHouse_y405SkEZkq","PerfCourtroom_jxnpzxpaiec"
5467951,5428391,"PerfCase_okiiskkvgdrzo",30472,"PerfCourtHouse_p5AGAkbLUk","PerfCourtroom_gmkybykczh"
5467674,5428390,"PerfCase_fixtkfxnkgcel",30754,"PerfCourtHouse_Q10DectqNu","PerfCourtroom_ucpoxeftatw"
5467078,5428389,"PerfCase_jgpqfchtjmtjs",30609,"PerfCourtHouse_xzgMZwG2cF","PerfCourtroom_ubhtyygqqrz"
5467876,5428381,"PerfCase_cxpixqdhxogak",31079,"PerfCourtHouse_1vHodBFrIW","PerfCourtroom_zftylnrehav"
5468130,5428380,"PerfCase_yvqtgjslsilgc",31103,"PerfCourtHouse_2izIpvuanC","PerfCourtroom_mcgmxudlbfv"
5467303,5428379,"PerfCase_ljwtdosmbnrzt",31320,"PerfCourtHouse_BlmUDIYbSc","PerfCourtroom_zuuihofxrog"
5467399,5428378,"PerfCase_adefndtnllceq",30739,"PerfCourtHouse_cvc46ifXX0","PerfCourtroom_kbqqguytlfm"
5467243,5428377,"PerfCase_kwhuhbsdldjts",30694,"PerfCourtHouse_y405SkEZkq","PerfCourtroom_kettcmlbnrp"
5467342,5428376,"PerfCase_zdxfokznmwuja",30789,"PerfCourtHouse_nVLWcKes6p","PerfCourtroom_mgoxapctjwb"
5467950,5428375,"PerfCase_iwugdfqvjodhb",30954,"PerfCourtHouse_Q10DectqNu","PerfCourtroom_owxwejfwriw"
5467714,5428374,"PerfCase_nlmbguybqtghh",30881,"PerfCourtHouse_7M2nODZeRS","PerfCourtroom_ahitdpbtoyt"
5467241,5428373,"PerfCase_shatcshvzurjm",30762,"PerfCourtHouse_f1ONe3ZsQs","PerfCourtroom_xecrnxpruac"
5467574,5428372,"PerfCase_ayzmcrmletdhe",31212,"PerfCourtHouse_Wzn7ZAPjqf","PerfCourtroom_qfpgpeqrhxb"
5467731,5428371,"PerfCase_hydtycsmuwfrg",30695,"PerfCourtHouse_8D8o39x4Yn","PerfCourtroom_kstkepyisna"
5467339,5428370,"PerfCase_acbabpgasafiu",30945,"PerfCourtHouse_rGTA76v19S","PerfCourtroom_tflhhymkbwe"
5467630,5428369,"PerfCase_jcwpbubafbjia",31213,"PerfCourtHouse_GgXUNlajWj","PerfCourtroom_tqvlwyqxtlv"
5467426,5428364,"PerfCase_ksanubrowulil",30867,"PerfCourtHouse_aPyU18IefR","PerfCourtroom_dmccasijlkq"
5467387,5428363,"PerfCase_thxejsqlkfzyq",30743,"PerfCourtHouse_M9fWJCWaX3","PerfCourtroom_orkgvjtcsvx"
5467108,5428362,"PerfCase_lfclvgqcpccpc",31108,"PerfCourtHouse_bMulItPRy8","PerfCourtroom_yhvnfegczog"
5467873,5428361,"PerfCase_uuxdycyunqchj",31309,"PerfCourtHouse_EvS7rFO75e","PerfCourtroom_vrdjebxkcaj"
5467852,5428360,"PerfCase_knnylauxhshet",30923,"PerfCourtHouse_myRQUK7wlG","PerfCourtroom_dmrpylsfmox"
5467419,5428359,"PerfCase_blwrkfvbhbxxi",31128,"PerfCourtHouse_hVRUnX98V5","PerfCourtroom_mxorflmdofc"
5466908,5428358,"PerfCase_aatbpcdoyocpz",31276,"PerfCourtHouse_JsX6xivXIi","PerfCourtroom_kvmbbplflhw"
5467297,5428357,"PerfCase_nizkuduszfmyg",31275,"PerfCourtHouse_7M2nODZeRS","PerfCourtroom_neibcvpiosn"
5466768,5428356,"PerfCase_pqypcqbvubeno",30597,"PerfCourtHouse_Wzn7ZAPjqf","PerfCourtroom_clyevxipfui"
5466745,5428355,"PerfCase_imbdboezsjgrx",30841,"PerfCourtHouse_Ib49nMmJOD","PerfCourtroom_mesvpeqefxl"
5467437,5428354,"PerfCase_rycavnjymedwh",31147,"PerfCourtHouse_w4XR1TpTCK","PerfCourtroom_qxpkoixriet"
5467294,5428353,"PerfCase_hoxwshojgzesv",30521,"PerfCourtHouse_sEzAume38X","PerfCourtroom_ecjyclscn"
5467611,5428352,"PerfCase_tvrsdqwbnguwr",31331,"PerfCourtHouse_Dmt5Cf5Irs","PerfCourtroom_fzjugtsgdsm"
5467260,5428351,"PerfCase_jpmchxhlgxogd",31154,"PerfCourtHouse_zCz8D9eTGk","PerfCourtroom_zdfpelyetzh"
5467592,5428350,"PerfCase_eeuetcilghdzj",31216,"PerfCourtHouse_xzgMZwG2cF","PerfCourtroom_fmagxzhksxl"
5467139,5428349,"PerfCase_iriekysxeakxs",31285,"PerfCourtHouse_g41IKA9cuo","PerfCourtroom_etuljocdwdo"
5467502,5428342,"PerfCase_gdeaaxxiifneu",31053,"PerfCourtHouse_AeiZaJc0gN","PerfCourtroom_xrqhrcrvxff"
5467346,5428341,"PerfCase_sjfziifmaavjj",31160,"PerfCourtHouse_LJkRkUzp94","PerfCourtroom_wwvehldbkdd"
5467975,5428340,"PerfCase_kytbsurgrokak",31069,"PerfCourtHouse_bMulItPRy8","PerfCourtroom_kdqvfcnwztw"
5467802,5428339,"PerfCase_pkeoatmuefvbm",31113,"PerfCourtHouse_0ozcp0Szf0","PerfCourtroom_difimewtgpq"
5467973,5428338,"PerfCase_lcdxoyeyxlnbh",31015,"PerfCourtHouse_2izIpvuanC","PerfCourtroom_ogcqfnpcukx"
5467816,5428337,"PerfCase_zjpaxnlkjamtv",30533,"PerfCourtHouse_BlmUDIYbSc","PerfCourtroom_jzvewvqmhby"
5467281,5428336,"PerfCase_ayitejwruwbcu",30913,"PerfCourtHouse_Edw7Ekvje2","PerfCourtroom_ltwmwmsxzci"
5467320,5428335,"PerfCase_crmixgqqnwljc",30752,"PerfCourtHouse_JsX6xivXIi","PerfCourtroom_caklekcqtrp"
5467143,5428334,"PerfCase_frprrntsdjbmn",30536,"PerfCourtHouse_Wzn7ZAPjqf","PerfCourtroom_gddtwbldwbr"
5467098,5428333,"PerfCase_hzrevtetmxxmh",30599,"PerfCourtHouse_3ju9HcT0yK","PerfCourtroom_blaexozjzbu"
5467514,5428332,"PerfCase_kjsdlcuoknqtw",30595,"PerfCourtHouse_aQhHLEsjYO","PerfCourtroom_xfadiiwgvxn"
5467096,5428331,"PerfCase_guqrrfssiigvi",31071,"PerfCourtHouse_rGTA76v19S","PerfCourtroom_vaohyjigpki"
5467277,5428330,"PerfCase_zsnzrzpzvymvn",30952,"PerfCourtHouse_CZ1f6NfVmS","PerfCourtroom_qsarajzvdkt"
5466825,5428329,"PerfCase_ancixrboccrqm",31249,"PerfCourtHouse_QiXzHbnvzu","PerfCourtroom_uzqvtfjtneu"
5467603,5428319,"PerfCase_urwhsghizlari",31070,"PerfCourtHouse_R4CGypkppU","PerfCourtroom_tlxmconyauk"
5467544,5428318,"PerfCase_lhatxitnaxoga",31288,"PerfCourtHouse_nppIPCj0Pn","PerfCourtroom_uvtpavedbhs"
5467665,5428317,"PerfCase_eksbsytawburj",31127,"PerfCourtHouse_i6hrHY7q8J","PerfCourtroom_sishmtwvngz"
5467583,5428316,"PerfCase_yexzqzagehoea",30731,"PerfCourtHouse_XJLUnheDej","PerfCourtroom_clnkpwzunda"
5467048,5428315,"PerfCase_cxtffybqtfmwr",31180,"PerfCourtHouse_bTlQLz82uR","PerfCourtroom_xkmgephznps"
5467797,5428314,"PerfCase_aibgdixslylrd",30680,"PerfCourtHouse_y405SkEZkq","PerfCourtroom_kfucnrhrjyx"
5467615,5428313,"PerfCase_druscldhncicu",30868,"PerfCourtHouse_goVPMp1aoy","PerfCourtroom_dszrfizlxmb"
5466682,5428312,"PerfCase_gnryjlrjmbubg",30820,"PerfCourtHouse_3ju9HcT0yK","PerfCourtroom_kjoslkbbjve"
5467238,5428311,"PerfCase_gypglbopbhwyd",30494,"PerfCourtHouse_aQhHLEsjYO","PerfCourtroom_hdtjmxspd"
5466508,5428310,"PerfCase_ddrcufzuutexz",30764,"PerfCourtHouse_c2gR0ZL9Z4","PerfCourtroom_qtixlrpdrzq"
5467235,5428309,"PerfCase_ztxvvlwjpkxaj",31029,"PerfCourtHouse_APzSLpQEUw","PerfCourtroom_oomclwlfmun"
5467917,5428308,"PerfCase_btxqthlucbgnk",31322,"PerfCourtHouse_1vHodBFrIW","PerfCourtroom_xjsdblbjand"
5467145,5428307,"PerfCase_xqwojcazayacw",30485,"PerfCourtHouse_ttuzXaIOxo","PerfCourtroom_mtkgimytux"
5467959,5428306,"PerfCase_kvgrtiwhgrryu",30962,"PerfCourtHouse_GcpvJwxA6u","PerfCourtroom_drsitzdnpwg"
5467365,5428305,"PerfCase_rlgzzujkblzhh",31097,"PerfCourtHouse_M47XSc3ws3","PerfCourtroom_xxlzoaounqh"
5467345,5428304,"PerfCase_ohzmlcsegleho",31312,"PerfCourtHouse_2izIpvuanC","PerfCourtroom_ubzcykhpagw"
5467144,5428303,"PerfCase_fveysxcdqkkhz",31208,"PerfCourtHouse_O5yFxEdrJH","PerfCourtroom_hgsrkxougec"
5467774,5428302,"PerfCase_mgfxdnaegbvge",31121,"PerfCourtHouse_wDa3T3VIlK","PerfCourtroom_gwyfmjezpjv"
5467044,5428301,"PerfCase_wtoyuezqvvjqw",30926,"PerfCourtHouse_hVRUnX98V5","PerfCourtroom_dsszixkbmsh"
5467203,5428300,"PerfCase_rqmfpqhokxhng",30606,"PerfCourtHouse_BtnRkGbaPo","PerfCourtroom_actikmmtuha"
5467495,5428299,"PerfCase_fccqeieciyzgf",30941,"PerfCourtHouse_A8AfwyQrrE","PerfCourtroom_cbunijckvll"
5467732,5428298,"PerfCase_cdsvljeiukglf",30787,"PerfCourtHouse_Wzn7ZAPjqf","PerfCourtroom_hqveeogeswc"
5467614,5428297,"PerfCase_whtpsobyxhaev",30768,"PerfCourtHouse_b9p3bzyS4X","PerfCourtroom_ogxwwxwcuvn"
5466906,5428296,"PerfCase_sakoufnzordva",30773,"PerfCourtHouse_ZLcfmQdVTc","PerfCourtroom_hkeqdgfsbym"
5466728,5428295,"PerfCase_zztueekfzfona",31005,"PerfCourtHouse_w4XR1TpTCK","PerfCourtroom_canetldedqd"
5467081,5428294,"PerfCase_kljbylnzneqie",31318,"PerfCourtHouse_fCb05Na12y","PerfCourtroom_rbtymnvgwgp"
5466928,5428293,"PerfCase_ykojogpvctlue",30507,"PerfCourtHouse_0NGaRRYs7b","PerfCourtroom_pabnrakuzd"
5467353,5428292,"PerfCase_mltciomsthnyx",30883,"PerfCourtHouse_ASt63vylKd","PerfCourtroom_kwujrfcyobj"
5467533,5428291,"PerfCase_asngrzvhxcxsg",31068,"PerfCourtHouse_GRonxQqVRE","PerfCourtroom_yeukjntzqlu"
5466926,5428290,"PerfCase_hkqyxnygkhjri",31086,"PerfCourtHouse_dSCSp2Lcx8","PerfCourtroom_hftnwsigbct"
5466924,5428289,"PerfCase_pdpbvxwlienex",31114,"PerfCourtHouse_gAmP7WmaTA","PerfCourtroom_gnwnrmmjsdh"
5468034,5428284,"PerfCase_yxcbpngvxixnb",30663,"PerfCourtHouse_gAmP7WmaTA","PerfCourtroom_ybhmaqdkstg"
5468074,5428283,"PerfCase_sbnppzazcoexn",30849,"PerfCourtHouse_i6hrHY7q8J","PerfCourtroom_iltijypczqc"
5467957,5428282,"PerfCase_ywulrvtfwuuts",30614,"PerfCourtHouse_2izIpvuanC","PerfCourtroom_uimjlxvsmzy"
5467759,5428281,"PerfCase_gajfsbcfpuekp",30811,"PerfCourtHouse_lMeNahWacD","PerfCourtroom_ebluqbjkmww"
5467799,5428280,"PerfCase_dncoyblynbelp",30684,"PerfCourtHouse_vieWTyk1H2","PerfCourtroom_anbouodwhqc"
5468069,5428279,"PerfCase_jptsswzmzuzfz",30479,"PerfCourtHouse_RbzcDOldyw","PerfCourtroom_gnrkgoscl"
5467228,5428278,"PerfCase_hawmwvqbzkbvg",31135,"PerfCourtHouse_O5yFxEdrJH","PerfCourtroom_vjkakkeyebx"
5467851,5428277,"PerfCase_oftugqjttvcti",30824,"PerfCourtHouse_tUm2FeMaNR","PerfCourtroom_njrgssnyuad"
5467397,5428276,"PerfCase_qkcdkeaorgyiq",31014,"PerfCourtHouse_nVLWcKes6p","PerfCourtroom_rfltgywlxji"
5467181,5428275,"PerfCase_mndxjvbqgecqi",31063,"PerfCourtHouse_ToTZAr3gTY","PerfCourtroom_xhvnelwoqoq"
5467558,5428274,"PerfCase_tsxdotnftwrbl",30516,"PerfCourtHouse_Edw7Ekvje2","PerfCourtroom_xyelltini"
5467496,5428273,"PerfCase_lredrrbcshnqq",31263,"PerfCourtHouse_EptzgEJZKB","PerfCourtroom_xexeijqanub"
5467319,5428272,"PerfCase_pnescnehzdrke",30470,"PerfCourtHouse_ANYppoSU9W","PerfCourtroom_fegbdhsvtg"
5467061,5428271,"PerfCase_xxhprlyqxmhbw",31260,"PerfCourtHouse_Dmt5Cf5Irs","PerfCourtroom_mgjbaaniajr"
5467221,5428270,"PerfCase_vqncoxjubuawn",30534,"PerfCourtHouse_vygihP3qlp","PerfCourtroom_qencanhzdnu"
5467471,5428269,"PerfCase_ltxrowxdcxxuv",30623,"PerfCourtHouse_VWhWxn5V8u","PerfCourtroom_ijrjevobnxh"
5467501,5428263,"PerfCase_tzsuxghzrhgyo",30939,"PerfCourtHouse_nppIPCj0Pn","PerfCourtroom_fmcolxhmofd"
5467663,5428262,"PerfCase_euepdyndhdzky",30591,"PerfCourtHouse_ttuzXaIOxo","PerfCourtroom_vapigpbgzab"
5467740,5428261,"PerfCase_nowpddwchqyvj",30785,"PerfCourtHouse_bTlQLz82uR","PerfCourtroom_bnsmdrioawh"
5467854,5428260,"PerfCase_natezfnlsmrxl",31162,"PerfCourtHouse_0ozcp0Szf0","PerfCourtroom_fckmmwvwghh"
5467301,5428259,"PerfCase_wqoqmgxwqeziu",30885,"PerfCourtHouse_y405SkEZkq","PerfCourtroom_hfqseevzhrd"
5466987,5428258,"PerfCase_zekpnsdnzgipt",30927,"PerfCourtHouse_Qmz2kSZYMa","PerfCourtroom_bnyyfcbiott"
5467122,5428257,"PerfCase_ajfknrlozoocg",31179,"PerfCourtHouse_Edw7Ekvje2","PerfCourtroom_jaauqczztsh"
5467712,5428256,"PerfCase_jyvilpythcfpu",31143,"PerfCourtHouse_Ib49nMmJOD","PerfCourtroom_yleplluxvtk"
5467239,5428255,"PerfCase_sgbfwuhibaudx",30475,"PerfCourtHouse_8D8o39x4Yn","PerfCourtroom_wrwedobjvl"
5467492,5428254,"PerfCase_viopyfwnahygw",31259,"PerfCourtHouse_YpfNyUHY3C","PerfCourtroom_sxnlyjqoccw"
5467457,5428253,"PerfCase_zgdpdfcxlxcps",30921,"PerfCourtHouse_rzdG9UdDyF","PerfCourtroom_tjvrxzvoalw"
5466827,5428252,"PerfCase_mlcloqorpmbpf",30825,"PerfCourtHouse_ASt63vylKd","PerfCourtroom_vrnhexqihfy"
5467138,5428251,"PerfCase_qabobbvbrmkvo",31013,"PerfCourtHouse_dYO7I0FcEU","PerfCourtroom_vtbxuhbxmmb"
5466663,5428250,"PerfCase_ntybwudnycufl",30482,"PerfCourtHouse_LJkRkUzp94","PerfCourtroom_rniwaujfgd"
5466606,5428249,"PerfCase_cttriwbtxnrjh",31219,"PerfCourtHouse_zILa3TNhFx","PerfCourtroom_sandulvzqnd"
5467580,5428248,"PerfCase_qzshomuvpqgcy",30958,"PerfCourtHouse_CYmMTTc3Xi","PerfCourtroom_ospezdlfqib"
5467245,5428247,"PerfCase_jhryajadknjwv",31062,"PerfCourtHouse_BlmUDIYbSc","PerfCourtroom_kmlwzsenjaa"
5467440,5428246,"PerfCase_cdkfjnbodxyly",31148,"PerfCourtHouse_2wTMas2QtT","PerfCourtroom_csedeqgawdx"
5467737,5428245,"PerfCase_dsnjsuzuqescb",31369,"PerfCourtHouse_RbzcDOldyw","PerfCourtroom_ybewvdzlqtx"
5467719,5428244,"PerfCase_glmeajzodrgac",31120,"PerfCourtHouse_cvc46ifXX0","PerfCourtroom_gecnduftrxf"
5467123,5428243,"PerfCase_blivjoajmcbeq",30575,"PerfCourtHouse_YxfbwOPICf","PerfCourtroom_sxxncjvvcbh"
5467066,5428242,"PerfCase_ujcglruaadcjv",31168,"PerfCourtHouse_jhil9dpRQR","PerfCourtroom_pojhhkcudvt"
5467157,5428241,"PerfCase_bfmgumeftbdmf",31026,"PerfCourtHouse_wNbfCIPE0H","PerfCourtroom_dzruaunwfls"
5467461,5428240,"PerfCase_wmguvqualyqof",31043,"PerfCourtHouse_5oAbVHigJv","PerfCourtroom_zqfxmfhehpe"
5467536,5428239,"PerfCase_jdwltpbkfifnp",30862,"PerfCourtHouse_w4XR1TpTCK","PerfCourtroom_qasprintxqp"
5467535,5428238,"PerfCase_eydlwtlrddrmh",30905,"PerfCourtHouse_gdYf1b3PVy","PerfCourtroom_wgyhuiqfliv"
5467534,5428237,"PerfCase_jwtdqwpnguxey",30651,"PerfCourtHouse_zCz8D9eTGk","PerfCourtroom_vmmvezcgmwp"
5467392,5428236,"PerfCase_qavfzxjkbhhxp",31319,"PerfCourtHouse_dSCSp2Lcx8","PerfCourtroom_quhkzvwqwyh"
5466845,5428235,"PerfCase_aavwwjagpgtge",30793,"PerfCourtHouse_CF2D5dgAxq","PerfCourtroom_nkxqmjjmvup"
5466680,5428234,"PerfCase_rfkbqepezupga",30947,"PerfCourtHouse_c2gR0ZL9Z4","PerfCourtroom_zzihxwogqyu"
5467176,5428233,"PerfCase_giuspsubfmnrr",30669,"PerfCourtHouse_VWhWxn5V8u","PerfCourtroom_betooagpfxc"
5466740,5428232,"PerfCase_atcmaudknlyhs",31087,"PerfCourtHouse_AeiZaJc0gN","PerfCourtroom_uzmrpnzijds"
5467315,5428231,"PerfCase_cnqnvmhbzxkry",30972,"PerfCourtHouse_pdZS98zh4T","PerfCourtroom_mtatunddnlg"
5467431,5428230,"PerfCase_ghpwwzadrzzuj",31131,"PerfCourtHouse_M9fWJCWaX3","PerfCourtroom_osupsxgkdhj"
5467450,5428229,"PerfCase_gwsaawchpbcwb",30851,"PerfCourtHouse_ttuzXaIOxo","PerfCourtroom_igzzfhsukbn"
5467383,5428228,"PerfCase_eosgjptzknptr",31220,"PerfCourtHouse_m3IcHfMLau","PerfCourtroom_acdnjpmaaqq"
5468131,5428227,"PerfCase_vhdeiutenxood",31110,"PerfCourtHouse_CYmMTTc3Xi","PerfCourtroom_cemvopxgfpu"
5468011,5428226,"PerfCase_ugxhrfpociwtx",30919,"PerfCourtHouse_pNOWKqYTY6","PerfCourtroom_kageulxyize"
5467738,5428225,"PerfCase_nahkezmwdbazm",30798,"PerfCourtHouse_lMeNahWacD","PerfCourtroom_fykkpalrarc"
5467398,5428224,"PerfCase_kddhwbzwlrjxo",30604,"PerfCourtHouse_O5yFxEdrJH","PerfCourtroom_muqnxjadumr"
5467717,5428223,"PerfCase_dvuevsqmseccf",30676,"PerfCourtHouse_KtiDtwSbZC","PerfCourtroom_wmxxuddgznv"
5466746,5428222,"PerfCase_obztdljijwwqv",30666,"PerfCourtHouse_7tq6oB2HQy","PerfCourtroom_fidrghizmzw"
5467733,5428221,"PerfCase_seoevtoubwsfq",31117,"PerfCourtHouse_Y89venWw5c","PerfCourtroom_xanpfygvfdq"
5467969,5428220,"PerfCase_jxbgzpzzybwui",30997,"PerfCourtHouse_BtnRkGbaPo","PerfCourtroom_ztunctbxpwm"
5467831,5428219,"PerfCase_yhqwezxwdtpal",31314,"PerfCourtHouse_Edw7Ekvje2","PerfCourtroom_oyfepgpnzfx"
5467082,5428218,"PerfCase_qfastiaciycjp",30803,"PerfCourtHouse_Yu1ZQAJhjl","PerfCourtroom_algmvrwtntp"
5467355,5428217,"PerfCase_gkwqyvvwtwygo",31039,"PerfCourtHouse_YpfNyUHY3C","PerfCourtroom_qusksnyrujm"
5466766,5428216,"PerfCase_rxhpnykibczre",31292,"PerfCourtHouse_ta6ISCNbbK","PerfCourtroom_mvismqrszdf"
5467631,5428215,"PerfCase_gkzkrdpuxbvde",30925,"PerfCourtHouse_zCz8D9eTGk","PerfCourtroom_wphxvxtdvws"
5467649,5428214,"PerfCase_vzdmnitxelzic",30648,"PerfCourtHouse_CZ1f6NfVmS","PerfCourtroom_fqmufsnbdyr"
5466942,5428213,"PerfCase_maemkqoodvlqh",31236,"PerfCourtHouse_GRonxQqVRE","PerfCourtroom_aydxzfeaocb"
5467511,5428212,"PerfCase_ileoninkekuue",30473,"PerfCourtHouse_vygihP3qlp","PerfCourtroom_ehikcmqeca"
5467433,5428211,"PerfCase_wgoatkqtudncg",31210,"PerfCourtHouse_1vHodBFrIW","PerfCourtroom_efvkukacnwb"
5466505,5428210,"PerfCase_orekaolqtxhkw",30736,"PerfCourtHouse_MMWjefn5Ic","PerfCourtroom_mgbytpompvp"
5467215,5428209,"PerfCase_lpkfhvldpvckn",31030,"PerfCourtHouse_ttuzXaIOxo","PerfCourtroom_ufqgucvmasb"
5468052,5428208,"PerfCase_bbrdgtlscjoyk",30602,"PerfCourtHouse_bYu3pSEkOq","PerfCourtroom_qzetudfzhgp"
5467046,5428207,"PerfCase_qmhboulomyadm",31167,"PerfCourtHouse_SHTd1qCfyD","PerfCourtroom_hnefkfqiicz"
5466686,5428206,"PerfCase_khtxpuvqnlcnw",30864,"PerfCourtHouse_vieWTyk1H2","PerfCourtroom_ezznngmrtrt"
5467104,5428205,"PerfCase_hhqsvhxtfutxo",30866,"PerfCourtHouse_wDa3T3VIlK","PerfCourtroom_zpzkrimqeck"
5467517,5428204,"PerfCase_ekvpqtnoyfptf",31316,"PerfCourtHouse_nVLWcKes6p","PerfCourtroom_agferxlanht"
5467043,5428203,"PerfCase_vsqoaqieiwpmt",31283,"PerfCourtHouse_ToTZAr3gTY","PerfCourtroom_eghkyrnuuap"
5467225,5428202,"PerfCase_vxgfhuyktwhie",31164,"PerfCourtHouse_BtnRkGbaPo","PerfCourtroom_evjzpkjyilr"
5467616,5428201,"PerfCase_xsvcgxijaeglm",30498,"PerfCourtHouse_EptzgEJZKB","PerfCourtroom_kyuzetudvp"
5467692,5428200,"PerfCase_rqgbkfnxbqeke",31181,"PerfCourtHouse_Wzn7ZAPjqf","PerfCourtroom_oyuynbkahgt"
5466907,5428199,"PerfCase_lrkkifsjvnspx",30656,"PerfCourtHouse_Ib49nMmJOD","PerfCourtroom_josanrhxwvk"
5467635,5428198,"PerfCase_sgvkkmmfgqugs",30792,"PerfCourtHouse_b9p3bzyS4X","PerfCourtroom_ymhfnunfqka"
5467710,5428197,"PerfCase_gnbbrjeofwvsq",30687,"PerfCourtHouse_YpfNyUHY3C","PerfCourtroom_dadkughxdag"
5466965,5428196,"PerfCase_vosnqzkvcgwhc",30689,"PerfCourtHouse_xzgMZwG2cF","PerfCourtroom_yciyarbymea"
5466927,5428195,"PerfCase_jldrinddvmkfg",30917,"PerfCourtHouse_GgXUNlajWj","PerfCourtroom_ejjzgfmsuoh"
5466786,5428194,"PerfCase_uobmgpbacpqtb",30949,"PerfCourtHouse_eRKvDMb4da","PerfCourtroom_vkiicjwpsyf"
5467335,5428193,"PerfCase_pghvqtlammnwd",30889,"PerfCourtHouse_APzSLpQEUw","PerfCourtroom_juhekjwiayf"
5466762,5428192,"PerfCase_wgvlnlbqdgwfu",30840,"PerfCourtHouse_MMWjefn5Ic","PerfCourtroom_sgyovqzqueo"
5467216,5428191,"PerfCase_uucjhpmenzinx",31160,"PerfCourtHouse_LJkRkUzp94","PerfCourtroom_wwvehldbkdd"
5467332,5428190,"PerfCase_ulduhuepbvpzm",31058,"PerfCourtHouse_M9fWJCWaX3","PerfCourtroom_qoafxczlcjm"
5467255,5428189,"PerfCase_cibwpvujzvbak",30828,"PerfCourtHouse_bYu3pSEkOq","PerfCourtroom_aothtdezzot"
5467857,5428181,"PerfCase_ancnreojaqrjm",31293,"PerfCourtHouse_pdZS98zh4T","PerfCourtroom_xoligakgjua"
5467500,5428180,"PerfCase_ykmzzwqnvhdkk",31374,"PerfCourtHouse_XJLUnheDej","PerfCourtroom_doyrzermcgl"
5467187,5428179,"PerfCase_agqyhfyqnbsci",30693,"PerfCourtHouse_bYu3pSEkOq","PerfCourtroom_oghebrjgemo"
5467395,5428178,"PerfCase_gjerymwmddgvf",30818,"PerfCourtHouse_NWdjmFl63r","PerfCourtroom_amoinluwfbb"
5467889,5428177,"PerfCase_xjmgetrcabdii",30733,"PerfCourtHouse_f1ONe3ZsQs","PerfCourtroom_eobjiwaiqfp"
5467594,5428176,"PerfCase_wxaqatkxvrzdf",30807,"PerfCourtHouse_Ib49nMmJOD","PerfCourtroom_nmzzlnydcyk"
5467473,5428175,"PerfCase_whaouwatfplrn",31109,"PerfCourtHouse_CZ1f6NfVmS","PerfCourtroom_krsnjzigpph"
5467591,5428174,"PerfCase_twbusqmhzcgfa",31352,"PerfCourtHouse_3mirlaaNHA","PerfCourtroom_dvjlwfsvwbc"
5467414,5428173,"PerfCase_yyzfwqixuglxk",31066,"PerfCourtHouse_dSCSp2Lcx8","PerfCourtroom_lxaauzwpcmc"
5466901,5428172,"PerfCase_vkpgekwcujgww",30876,"PerfCourtHouse_R4CGypkppU","PerfCourtroom_daaducjpgcu"
5467314,5428171,"PerfCase_rrzwrawduqrwn",31075,"PerfCourtHouse_LJkRkUzp94","PerfCourtroom_duiwgtvvykn"
5466861,5428170,"PerfCase_huxzkjrxynnon",30636,"PerfCourtHouse_ENoFp8HG40","PerfCourtroom_ejgnfdkoyux"
5467331,5428169,"PerfCase_ottbvcmtfwsio",31411,"PerfCourtHouse_zbVrGP2UZJ","PerfCourtroom_nofywgftrvj"
5467646,5428165,"PerfCase_hpeqafhddenno",30865,"PerfCourtHouse_LJkRkUzp94","PerfCourtroom_vrjuanvfzxs"
5467763,5428164,"PerfCase_fnmbhmkmzhvdv",30430,"PerfCourtHouse_zILa3TNhFx","PerfCourtroom_syhicaraol"
5467661,5428163,"PerfCase_sfyppwmpevfni",31302,"PerfCourtHouse_kPlR8QwPpI","PerfCourtroom_tvmpcrorduc"
5467521,5428162,"PerfCase_fieljadhrvvau",30539,"PerfCourtHouse_bMulItPRy8","PerfCourtroom_ryyiztnyyhs"
5468012,5428161,"PerfCase_fmskgewiybvih",30625,"PerfCourtHouse_m3IcHfMLau","PerfCourtroom_syuaheanrto"
5467519,5428160,"PerfCase_okldqiozlforl",31258,"PerfCourtHouse_dj4HEK50UQ","PerfCourtroom_momzpduegoz"
